# source, target, migration_1990_total, migration_1990_male, migration_1990_female, migration_1995_total, migration_1995_male, migration_1995_female, migration_2000_total, migration_2000_male, migration_2000_female, migration_2005_total, migration_2005_male, migration_2005_female, migration_2010_total, migration_2010_male, migration_2010_female, migration_2015_total, migration_2015_male, migration_2015_female
121,182,11,7,4,70,44,26,96,59,37,95,58,37,93,56,37,90,54,36
121,188,29,13,16,25,11,14,22,9,13,27,11,16,54,27,27,42,25,17
121,193,658,300,358,783,370,413,1245,610,635,1178,561,617,1398,686,712,1425,705,720
121,12,420,224,196,474,256,218,528,289,239,590,316,274,652,344,308,763,406,357
121,19,4600,2671,1929,4445,2579,1866,4162,2421,1741,4135,2361,1774,4391,2441,1950,4858,2660,2198
121,74,8016,3433,4583,8275,3464,4811,8534,3496,5038,12062,5373,6689,11915,4741,7174,12888,5103,7785
121,80,5470,3171,2299,5626,3090,2536,5782,3009,2773,13013,6451,6562,20243,9893,10350,20941,10234,10707
121,119,8,5,3,7,5,2,6,4,2,5,3,2,5,2,3,4,2,2
121,145,399,188,211,587,269,318,796,358,438,871,397,474,1000,456,544,1139,523,616
121,200,1272,577,695,1442,700,742,1619,828,791,1819,896,923,2055,894,1161,2414,1145,1269
121,50,9,3,6,8,2,6,11,3,8,7,2,5,15,4,11,16,4,12
121,8,213,54,159,208,54,154,203,55,148,150,42,108,96,29,67,96,29,67
121,24,2,2,0,5,2,3,8,3,5,7,4,3,5,4,1,6,5,1
121,42,12,9,3,14,8,6,15,7,8,12,6,6,9,6,3,15,9,6
121,46,21,11,10,21,11,10,20,10,10,19,10,9,21,11,10,22,11,11
121,160,10,6,4,9,5,4,11,6,5,13,7,6,14,8,6,15,9,6
121,37,551,268,283,532,258,274,525,253,272,488,233,255,481,228,253,538,255,283
121,220,2053,1005,1048,2059,1015,1044,2150,1070,1080,2400,1201,1199,2681,1319,1362,2407,1181,1226
121,11,125,63,62,151,73,78,170,80,90,170,80,90,240,120,120,274,137,137
121,68,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,13,6,7
121,137,0,0,0,0,0,0,0,0,0,0,0,0,96,36,60,100,38,62
121,28,0,0,0,0,0,0,0,0,0,0,0,0,53,39,14,64,47,17
122,47,10810,5007,5803,10701,4929,5772,10595,4851,5744,10142,4688,5454,9689,4521,5168,9651,4539,5112
122,131,56,22,34,242,174,68,563,409,154,1236,691,545,1979,1038,941,2277,1247,1030
122,132,1086,507,579,2061,1053,1008,3669,1789,1880,4755,2308,2447,5230,2480,2750,5535,2362,3173
122,168,3339,1793,1546,7218,3561,3657,11431,5468,5963,14218,6769,7449,16210,7678,8532,16763,7899,8864
122,183,34,4,30,279,22,257,525,40,485,620,305,315,716,570,146,804,655,149
122,64,48,48,0,38,37,1,30,28,2,36,34,2,39,37,2,46,43,3
122,27,100,60,40,161,95,66,238,140,98,359,209,150,482,279,203,640,368,272
122,191,422,122,300,263,92,171,179,80,99,213,92,121,341,146,195,461,198,263
122,55,2,1,1,3,1,2,4,2,2,6,3,3,10,5,5,10,5,5
122,31,0,0,0,1,1,0,1,1,0,2,2,0,2,2,0,2,2,0
122,56,6,4,2,9,6,3,12,8,4,20,13,7,27,17,10,27,17,10
122,95,8,7,1,15,8,7,22,9,13,27,11,16,32,13,19,31,15,16
122,170,144,71,73,139,74,65,130,75,55,107,67,40,82,56,26,84,58,26
122,59,14,10,4,18,11,7,22,12,10,38,16,22,54,20,34,60,22,38
122,73,0,0,0,2,1,1,3,1,2,8,2,6,12,3,9,17,6,11
122,96,0,0,0,1,1,0,1,1,0,2,1,1,2,1,1,1,1,0
122,101,2,1,1,6,2,4,14,5,9,14,5,9,12,4,8,12,4,8
122,114,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
122,153,337,179,158,365,184,181,371,186,185,423,202,221,444,212,232,474,224,250
122,199,57,19,38,68,22,46,73,23,50,81,26,55,89,33,56,114,38,76
122,218,110,56,54,433,161,272,765,268,497,847,285,562,998,329,669,1121,360,761
122,83,63,34,29,101,48,53,140,62,78,137,59,78,133,55,78,130,51,79
122,104,193,67,126,645,125,520,1097,184,913,1740,454,1286,2382,723,1659,2382,693,1689
122,163,10,7,3,22,15,7,35,22,13,31,19,12,23,14,9,26,15,11
122,193,39,11,28,60,18,42,734,263,471,353,123,230,383,126,257,462,152,310
122,12,42,12,30,47,13,34,52,15,37,58,16,42,64,17,47,75,20,55
122,19,258,68,190,258,68,190,250,66,184,342,84,258,436,102,334,552,155,397
122,74,38740,15999,22741,39993,16121,23872,41245,16243,25002,106558,45345,61213,111307,42498,68809,120400,45727,74673
122,80,430,239,191,538,249,289,646,260,386,1093,370,723,1540,481,1059,1593,497,1096
122,145,68,30,38,100,43,57,137,56,81,158,58,100,162,67,95,174,77,97
122,200,870,355,515,1034,442,592,1202,531,671,1341,548,793,1507,501,1006,1770,670,1100
122,50,2,0,2,2,0,2,2,0,2,1,0,1,3,0,3,3,0,3
122,8,14,0,14,14,0,14,14,1,13,11,2,9,7,2,5,7,2,5
122,24,2,1,1,4,1,3,5,0,5,5,1,4,4,2,2,5,3,2
122,42,9,3,6,9,4,5,9,5,4,8,5,3,6,4,2,8,2,6
122,37,1180,574,606,1538,744,794,1932,932,1000,2635,1247,1388,3497,1642,1855,3908,1834,2074
122,11,137,73,64,153,79,74,160,80,80,220,100,120,240,110,130,316,157,159
122,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
122,28,0,0,0,0,0,0,0,0,0,0,0,0,35,4,31,42,5,37
123,67,114,39,75,228,101,127,343,163,180,551,291,260,759,418,341,772,429,343
123,140,2103,1109,994,19997,10701,9296,35695,18735,16960,55058,27098,27960,74598,36237,38361,77488,37370,40118
123,219,7218,3913,3305,7121,3861,3260,7098,3848,3250,7048,3822,3226,7011,3802,3209,6907,3751,3156
123,230,17073,10441,6632,12382,7573,4809,6937,4273,2664,9665,5954,3711,13467,6627,6840,11258,5569,5689
123,231,68618,39149,29469,67945,38762,29183,92989,53031,39958,102611,58524,44087,103281,58914,44367,102849,58630,44219
123,64,23,18,5,21,17,4,21,17,4,25,21,4,27,23,4,32,27,5
123,27,713,444,269,1150,686,464,1709,1002,707,2579,1499,1080,3459,2002,1457,4596,2641,1955
123,116,51,31,20,44,27,17,36,22,14,36,22,14,36,22,14,36,22,14
123,142,545,289,256,521,278,243,485,259,226,383,204,179,369,197,172,338,182,156
123,191,13336,10401,2935,17067,13670,3397,25638,20680,4958,30697,24609,6088,48994,39200,9794,76605,61311,15294
123,55,2,1,1,3,1,2,4,2,2,6,3,3,10,5,5,10,5,5
123,56,5,2,3,7,3,4,9,4,5,5,2,3,0,0,0,2,2,0
123,170,12,6,6,9,6,3,7,6,1,17,11,6,28,17,11,29,17,12
123,59,38,19,19,43,19,24,47,19,28,64,30,34,80,40,40,89,43,46
123,73,2,2,0,2,2,0,2,2,0,8,5,3,14,9,5,32,20,12
123,96,0,0,0,1,1,0,1,1,0,2,1,1,3,2,1,3,3,0
123,101,14,7,7,40,20,20,88,46,42,88,49,39,74,39,35,76,40,36
123,114,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0
123,153,8,5,3,3,0,3,12,5,7,55,27,28,97,43,54,117,52,65
123,199,31,17,14,37,20,17,40,21,19,54,26,28,79,34,45,74,30,44
123,218,10474,5432,5042,11110,5652,5458,11934,5953,5981,13376,6480,6896,15908,7601,8307,17871,8413,9458
123,104,8,2,6,29,10,19,49,18,31,110,48,62,171,79,92,171,77,94
123,163,55,21,34,119,46,73,189,73,116,322,125,197,403,158,245,443,163,280
123,193,3,1,2,6,3,3,72,38,34,35,18,17,43,19,24,65,31,34
123,12,21,11,10,24,13,11,27,15,12,30,16,14,33,17,16,38,19,19
123,19,13,8,5,13,8,5,12,7,5,24,13,11,27,14,13,38,18,20
123,74,77,39,38,80,40,40,82,40,42,133,68,65,99,47,52,107,51,56
123,145,110,58,52,161,83,78,218,110,108,253,124,129,281,143,138,293,153,140
123,200,43,22,21,59,33,26,77,45,32,84,45,39,93,41,52,109,53,56
123,24,0,0,0,3,1,2,5,2,3,6,1,5,6,0,6,7,0,7
123,42,1,0,1,2,1,1,2,1,1,2,1,1,1,1,0,2,2,0
123,37,293,143,150,338,164,174,391,189,202,529,306,223,699,442,257,781,494,287
123,11,360,199,161,468,246,222,550,280,270,750,370,380,1000,510,490,1266,663,603
123,28,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,11,11,0
124,131,36,15,21,33,16,17,49,21,28,49,21,28,53,23,30,61,29,32
124,2,1651,1070,581,1264,841,423,877,613,264,1236,863,373,1594,1113,481,1577,1101,476
124,64,2445,1550,895,2168,1397,771,2063,1355,708,2456,1665,791,2651,1765,886,3144,1955,1189
124,118,6980,4439,2541,6351,4394,1957,5828,4468,1360,6422,5191,1231,7026,5694,1332,7921,6399,1522
124,191,889,63,826,554,81,473,377,103,274,451,116,335,720,180,540,927,233,694
124,43,3195,1777,1418,3805,2121,1684,4416,2466,1950,4871,2946,1925,5327,3427,1900,6130,4044,2086
124,44,10234,5269,4965,11422,5844,5578,12609,6418,6191,13766,6667,7099,14957,6933,8024,15273,6759,8514
124,57,127,65,62,138,70,68,149,76,73,164,84,80,178,92,86,196,102,94
124,106,4684,2386,2298,5428,2605,2823,8387,3875,4512,7889,3594,4295,8364,3762,4602,8012,3574,4438
124,166,51,28,23,149,84,65,294,169,125,585,334,251,1108,616,492,1600,872,728
124,30,40306,21991,18315,42782,23525,19257,45258,25059,20199,46267,25742,20525,47276,26424,20852,48285,27106,21179
124,35,80,62,18,210,162,48,339,262,77,265,207,58,191,151,40,172,137,35
124,98,5406,3216,2190,3577,2166,1411,1748,1116,632,1837,1154,683,2045,1192,853,2201,1293,908
124,161,245,137,108,246,136,110,316,170,146,536,286,250,781,409,372,793,416,377
124,185,195072,87993,107079,431854,182690,249164,710434,290654,419780,818337,346501,471836,971827,421024,550803,1123654,491391,632263
124,203,1293,897,396,1170,815,355,1290,893,397,1209,821,388,1216,816,400,1195,793,402
124,205,134,71,63,145,76,69,159,83,76,169,92,77,165,105,60,162,104,58
124,226,13,11,2,33,27,6,79,65,14,90,75,15,106,87,19,128,105,23
124,16,92533,79502,13031,126263,108264,17999,159993,137026,22967,190436,163511,26925,220878,189996,30882,233561,201229,32332
124,97,12295,5101,7194,13758,4605,9153,15220,4108,11112,14063,3772,10291,12905,3436,9469,12442,3302,9140
124,125,46,25,21,53,26,27,58,32,26,60,35,25,78,51,27,96,68,28
124,194,22,13,9,128,95,33,235,146,89,453,181,272,901,365,536,895,354,541
124,55,11,4,7,16,5,11,20,6,14,30,10,20,48,16,32,50,17,33
124,107,983,520,463,664,351,313,345,184,161,497,293,204,639,391,248,299,158,141
124,211,64,37,27,155,87,68,247,136,111,254,138,116,261,139,122,264,138,126
124,31,0,0,0,1,1,0,1,1,0,2,1,1,2,1,1,3,2,1
124,56,3,2,1,5,4,1,7,6,1,179,84,95,336,160,176,412,180,232
124,95,0,0,0,40,18,22,79,35,44,98,45,53,117,55,62,100,50,50
124,162,11,7,4,9,6,3,8,5,3,24,11,13,42,17,25,40,17,23
124,170,557,273,284,533,286,247,490,289,201,1018,591,427,1527,882,645,1556,896,660
124,59,298,135,163,351,155,196,404,176,228,555,237,318,705,298,407,857,366,491
124,73,142,83,59,165,94,71,188,106,82,289,145,144,389,183,206,522,227,295
124,96,5,3,2,7,4,3,9,6,3,19,10,9,29,15,14,35,14,21
124,101,171,84,87,929,443,486,2197,1083,1114,3430,1783,1647,4098,1981,2117,4186,1997,2189
124,114,7,5,2,10,7,3,14,10,4,9,7,2,4,3,1,3,3,0
124,153,182,87,95,230,97,133,304,134,170,369,152,217,595,249,346,819,346,473
124,199,755,387,368,896,456,440,961,486,475,1152,542,610,1384,627,757,1561,692,869
124,218,42754,19432,23322,45112,20137,24975,48230,21117,27113,55324,24123,31201,66922,29393,37529,75182,32454,42728
124,83,63,34,29,55,28,27,47,22,25,56,26,30,64,29,35,63,27,36
124,104,67,23,44,203,68,135,339,114,225,476,185,291,613,257,356,613,251,362
124,127,16,5,11,19,6,13,24,8,16,29,9,20,37,13,24,46,18,28
124,163,10,4,6,23,9,14,37,14,23,43,17,26,43,18,25,48,19,29
124,193,41,18,23,62,27,35,752,367,385,362,174,188,515,236,279,602,263,339
124,12,266,126,140,300,145,155,334,164,170,373,178,195,412,192,220,483,228,255
124,19,190,81,109,190,81,109,184,79,105,285,121,164,361,147,214,470,192,278
124,74,1901,837,1064,1962,845,1117,2023,853,1170,2262,1023,1239,2346,963,1383,2538,1037,1501
124,80,2616,1499,1117,3016,1567,1449,3415,1634,1781,4675,2156,2519,5935,2679,3256,6140,2772,3368
124,121,26,10,16,24,10,14,23,9,14,19,8,11,17,8,9,25,12,13
124,145,2091,1050,1041,2362,1164,1198,2716,1314,1402,3085,1438,1647,3480,1610,1870,3630,1639,1991
124,200,1121,545,576,1362,672,690,1609,803,806,1802,848,954,2030,818,1212,2385,1060,1325
124,38,6,4,2,13,9,4,20,13,7,19,13,6,18,12,6,17,12,5
124,62,36,7,29,40,7,33,44,7,37,31,7,24,17,7,10,18,7,11
124,50,3,3,0,2,2,0,3,3,0,2,2,0,4,4,0,4,4,0
124,133,23,0,23,41,15,26,61,31,30,54,29,25,54,30,24,73,44,29
124,157,12,9,3,17,14,3,24,20,4,23,15,8,24,10,14,28,11,17
124,8,6,1,5,6,0,6,6,0,6,4,0,4,2,0,2,2,0,2
124,24,5,1,4,6,1,5,7,2,5,7,3,4,7,4,3,8,5,3
124,42,22,12,10,24,13,11,25,14,11,20,12,8,15,11,4,25,17,8
124,63,12,7,5,14,8,6,15,9,6,17,10,7,24,15,9,34,21,13
124,160,30,16,14,27,14,13,32,16,16,38,19,19,41,21,20,44,23,21
124,225,30,15,15,29,15,14,29,15,14,30,16,14,32,16,16,34,17,17
124,22,13,9,4,18,11,7,22,12,10,30,13,17,37,14,23,37,14,23
124,37,15453,7522,7931,18151,8788,9363,21280,10265,11015,21513,10027,11486,23038,10421,12617,25746,11637,14109
124,220,33834,18084,15750,40812,21964,18848,49459,26801,22658,54160,29467,24693,59525,31918,27607,63566,31117,32449
124,11,72135,34914,37221,80793,38360,42433,84670,39740,44930,101410,47010,54400,129910,60400,69510,156934,72763,84171
124,147,8661,4392,4269,11569,5493,6076,11151,5421,5730,13911,6753,7158,15575,7547,8028,16991,8217,8774
124,158,115,63,52,117,63,54,87,45,42,93,53,40,78,46,32,79,48,31
124,189,133,127,6,132,126,6,126,120,6,117,90,27,116,65,51,108,61,47
124,68,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0
124,28,0,0,0,0,0,0,0,0,0,0,0,0,120,56,64,145,68,77
125,183,2,0,2,1,0,1,1,0,1,17,10,7,34,21,13,38,24,14
125,64,4,4,0,12,9,3,21,15,6,25,18,7,27,19,8,32,21,11
125,191,54,29,25,34,20,14,24,16,8,28,19,9,45,30,15,56,38,18
125,97,1810,1493,317,1027,812,215,243,131,112,225,121,104,206,111,95,199,107,92
125,194,17,8,9,193,149,44,370,240,130,731,317,414,1474,654,820,1364,536,828
125,31,1,1,0,1,1,0,1,1,0,2,1,1,2,1,1,2,1,1
125,56,0,0,0,0,0,0,0,0,0,2,1,1,3,2,1,2,2,0
125,170,135,66,69,124,69,55,109,70,39,77,44,33,45,18,27,45,18,27
125,59,3,1,2,3,1,2,2,0,2,5,1,4,7,1,6,9,1,8
125,73,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,3,2,1
125,101,1,1,0,2,1,1,3,0,3,3,0,3,2,0,2,2,0,2
125,199,5,2,3,6,3,3,7,3,4,13,8,5,12,5,7,21,10,11
125,218,27,17,10,107,54,53,190,92,98,263,133,130,359,186,173,402,206,196
125,83,8,5,3,6,4,2,4,2,2,4,2,2,3,1,2,3,1,2
125,104,1,0,1,6,4,2,11,8,3,23,18,5,34,28,6,34,28,6
125,12,5,4,1,6,4,2,6,4,2,7,5,2,8,6,2,9,7,2
125,19,1,0,1,1,0,1,1,0,1,1,1,0,2,2,0,0,0,0
125,74,4,3,1,4,3,1,4,3,1,8,4,4,6,4,2,6,4,2
125,200,31,23,8,38,29,9,46,34,12,50,39,11,56,43,13,65,51,14
125,50,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1
125,42,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,2,2,0
125,37,0,0,0,5,3,2,10,5,5,5,3,2,0,0,0,0,0,0
125,11,80,39,41,113,51,62,140,60,80,270,90,180,420,180,240,538,242,296
125,28,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,11,0,11
126,192,0,0,0,0,0,0,0,0,0,0,0,0,198,114,84,203,122,81
126,230,220,166,54,206,156,50,194,147,47,205,156,49,217,142,75,229,116,113
126,39,351,183,168,422,224,198,457,246,211,349,188,161,345,186,159,301,161,140
126,48,4678,2459,2219,9493,5820,3673,16851,10731,6120,10715,7741,2974,25520,17427,8093,33918,22703,11215
126,77,17028,10901,6127,20352,13027,7325,26020,16655,9365,28488,18243,10245,32463,20802,11661,35709,22854,12855
126,64,241,195,46,192,153,39,158,122,36,188,148,40,203,158,45,241,181,60
126,118,688,559,129,464,364,100,249,178,71,274,211,63,300,232,68,338,261,77
126,196,1058,544,514,1079,556,523,1101,568,533,1171,605,566,734,379,355,678,347,331
126,210,200,100,100,198,100,98,229,116,113,220,113,107,771,397,374,999,516,483
126,228,194,120,74,215,134,81,237,149,88,280,179,101,324,210,114,373,245,128
126,191,104,40,64,65,29,36,45,24,21,53,28,25,85,44,41,108,56,52
126,21,726,383,343,715,377,338,703,370,333,902,486,416,1100,601,499,1290,713,577
126,32,37576,16146,21430,46731,20126,26605,42260,18029,24231,37118,15451,21667,41902,17327,24575,43815,18118,25697
126,34,9,4,5,12,6,6,14,7,7,11,6,5,7,4,3,7,4,3
126,51,422476,235307,187169,445636,246817,198819,395346,218632,176714,363010,200838,162172,342891,189860,153031,356019,197101,158918
126,78,5697,3753,1944,7028,4534,2494,8805,5601,3204,8737,5536,3201,8929,5651,3278,9251,5849,3402
126,81,3592,2527,1065,3580,2620,960,4004,2832,1172,5631,4082,1549,4175,2947,1228,4949,3511,1438
126,89,15549,8350,7199,17927,10529,7398,19422,11243,8179,35367,17113,18254,54950,24777,30173,61197,27638,33559
126,117,1970,1316,654,1924,1271,653,1889,1230,659,1186,920,266,1267,913,354,1338,989,349
126,130,6776,2664,4112,41626,23200,18426,7483,3787,3696,7547,3961,3586,7612,4066,3546,56557,32775,23782
126,149,31142,17044,14098,64573,32284,32289,43060,21142,21918,43840,21497,22343,44537,21811,22726,84640,40793,43847
126,150,14578,8179,6399,39251,21880,17371,65493,36273,29220,86989,48024,38965,123515,67974,55541,160967,88314,72653
126,181,28161,14493,13668,29450,15068,14382,26917,14446,12471,28788,15727,13061,32035,17956,14079,32930,18459,14471
126,184,1953,1082,871,1904,1030,874,1857,980,877,1815,945,870,1803,932,871,1797,926,871
126,206,1539,872,667,2038,1155,883,2699,1530,1169,3674,1788,1886,7641,4202,3439,8122,4567,3555
126,31,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
126,56,4,3,1,6,5,1,8,7,1,19,14,5,28,19,9,27,19,8
126,95,8,6,2,12,10,2,15,13,2,18,16,2,20,18,2,23,19,4
126,162,35,35,0,30,30,0,26,26,0,28,27,1,31,27,4,30,26,4
126,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,104,6
126,170,196,96,100,167,101,66,132,102,30,102,84,18,71,65,6,73,66,7
126,59,5,4,1,16,10,6,26,16,10,32,18,14,37,20,17,52,30,22
126,73,3,3,0,3,3,0,3,3,0,4,4,0,4,4,0,10,9,1
126,96,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
126,101,6,3,3,16,7,9,34,16,18,34,17,17,28,13,15,29,13,16
126,114,2,2,0,2,2,0,3,3,0,2,2,0,1,1,0,0,0,0
126,153,5,5,0,14,9,5,17,12,5,34,22,12,39,25,14,50,30,20
126,199,40,33,7,47,38,9,51,41,10,61,42,19,102,54,48,137,81,56
126,218,16,12,4,65,38,27,117,65,52,232,133,99,366,211,155,411,235,176
126,83,15,7,8,16,10,6,17,12,5,24,15,9,30,18,12,29,17,12
126,104,43,15,28,272,139,133,501,264,237,2339,1983,356,4176,3702,474,4177,3694,483
126,163,12,11,1,26,23,3,43,37,6,77,70,7,100,93,7,110,101,9
126,193,351,298,53,709,627,82,1373,1227,146,11131,10497,634,23681,22034,1647,17771,15558,2213
126,12,54,39,15,61,44,17,68,50,18,77,56,21,85,62,23,99,73,26
126,19,144,77,67,144,77,67,139,74,65,223,118,105,329,186,143,598,377,221
126,74,49299,31926,17373,50893,32656,18237,52487,33387,19100,57153,34687,22466,69849,41892,27957,75555,45216,30339
126,80,634,525,109,722,584,138,809,642,167,1106,727,379,1402,811,591,1450,839,611
126,145,48,28,20,70,40,30,96,52,44,148,75,73,156,82,74,179,96,83
126,200,173,124,49,227,148,79,283,172,111,329,193,136,382,205,177,448,255,193
126,24,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
126,42,10,4,6,49,21,28,88,38,50,72,37,35,55,35,20,90,48,42
126,37,111,54,57,465,224,241,831,401,430,1188,599,589,1617,835,782,1807,933,874
126,11,24,7,17,12,4,8,0,0,0,10,10,0,40,30,10,53,42,11
126,36,0,0,0,0,0,0,0,0,0,8251,5760,2491,6567,4674,1893,6303,4217,2086
126,28,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,7,0
127,191,163,52,111,133,46,87,142,49,93,169,56,113,271,88,183,348,114,234
127,55,8,5,3,12,7,5,15,9,6,22,13,9,35,21,14,37,22,15
127,211,10,4,6,24,9,15,40,14,26,41,14,27,42,14,28,42,13,29
127,31,1,0,1,9,4,5,16,8,8,26,14,12,34,19,15,55,28,27
127,56,2,1,1,3,2,1,4,3,1,11,7,4,17,11,6,21,15,6
127,95,0,0,0,13,6,7,25,12,13,31,15,16,37,18,19,60,30,30
127,170,575,282,293,616,295,321,636,298,338,347,164,183,52,27,25,54,29,25
127,187,1,0,1,6,4,2,14,9,5,16,10,6,18,12,6,22,14,8
127,59,48,27,21,53,30,23,58,33,25,79,48,31,100,64,36,101,65,36
127,73,8,7,1,13,10,3,18,14,4,25,18,7,32,22,10,45,27,18
127,96,0,0,0,1,0,1,1,0,1,3,1,2,4,2,2,3,1,2
127,101,23,11,12,81,37,44,184,88,96,299,148,151,364,163,201,372,164,208
127,114,2,1,1,2,1,1,3,2,1,6,5,1,10,8,2,8,7,1
127,153,37,21,16,35,17,18,46,26,20,51,28,23,62,32,30,95,46,49
127,199,68,37,31,81,44,37,87,46,41,104,54,50,130,70,60,168,90,78
127,218,30631,14667,15964,29655,14197,15458,29178,13926,15252,27600,13093,14507,28270,13467,14803,31758,14904,16854
127,83,227,126,101,162,80,82,99,33,66,96,29,67,92,25,67,90,22,68
127,104,257,89,168,697,131,566,1137,173,964,1533,351,1182,1928,528,1400,1928,503,1425
127,163,6,4,2,13,9,4,22,14,8,32,16,16,38,15,23,42,15,27
127,182,6,4,2,41,22,19,56,29,27,56,29,27,55,28,27,53,27,26
127,193,95,39,56,119,52,67,195,88,107,146,67,79,263,138,125,312,154,158
127,12,60,26,34,68,30,38,76,34,42,85,37,48,93,40,53,108,47,61
127,19,246,118,128,245,118,127,236,114,122,158,77,81,341,169,172,480,226,254
127,74,910,417,493,940,422,518,969,427,542,472,186,286,453,194,259,490,209,281
127,80,246,116,130,295,124,171,344,133,211,536,226,310,727,319,408,752,330,422
127,121,13,7,6,12,7,5,12,7,5,93,55,38,177,104,73,272,162,110
127,145,106,45,61,155,63,92,210,82,128,260,97,163,298,121,177,348,152,196
127,200,127,63,64,164,82,82,202,100,102,225,105,120,253,100,153,297,130,167
127,62,33,13,20,37,14,23,40,14,26,32,13,19,24,13,11,25,13,12
127,8,4,1,3,4,1,3,4,1,3,3,0,3,2,0,2,2,0,2
127,24,6,6,0,4,3,1,2,1,1,3,2,1,4,4,0,5,5,0
127,42,8,7,1,12,9,3,15,10,5,12,8,4,9,7,2,15,9,6
127,160,14,14,0,13,13,0,16,16,0,19,18,1,20,19,1,21,20,1
127,37,9773,4758,5015,9463,4585,4878,9379,4524,4855,8099,4037,4062,7305,3803,3502,8164,4248,3916
127,220,9614,4860,4754,8904,4527,4377,8560,4395,4165,8040,4147,3893,7620,3867,3753,7542,3817,3725
127,11,57407,30665,26742,57450,30363,27087,52620,27460,25160,51390,26550,24840,48680,24890,23790,49224,25051,24173
127,28,0,0,0,0,0,0,0,0,0,0,0,0,27,27,0,33,33,0
128,31,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0
128,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,59,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,83,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
128,104,2,1,1,5,2,3,8,3,5,7,2,5,5,1,4,5,1,4
128,37,5,2,3,22,10,12,40,19,21,19,9,10,0,0,0,0,0,0
128,220,1086,532,554,3627,1799,1828,6318,3147,3171,6004,3005,2999,5764,2836,2928,6481,3180,3301
128,11,26,12,14,18,6,12,10,0,10,10,0,10,20,10,10,42,10,32
128,87,88,48,40,169,93,76,250,139,111,241,129,112,232,120,112,234,121,113
128,134,126,72,54,114,73,41,106,60,46,98,54,44,94,52,42,92,51,41
128,152,97,40,57,101,42,59,112,42,70,95,33,62,52,15,37,46,12,34
129,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,59,8,4,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
129,7,5,2,3,5,2,3,4,2,2,5,3,2,5,3,2,5,3,2
129,25,0,0,0,96,48,48,193,96,97,205,102,103,24,21,3,27,24,3
129,61,52,36,16,69,48,21,82,57,25,101,71,30,123,86,37,143,100,43
129,62,51,19,32,57,20,37,62,21,41,47,22,25,31,22,9,33,23,10
129,86,5803,2793,3010,6985,3167,3818,8167,3542,4625,8636,3741,4895,9104,3939,5165,9446,4036,5410
129,174,198,110,88,267,149,118,367,206,161,427,241,186,450,255,195,475,269,206
129,186,0,0,0,0,0,0,0,0,0,36,17,19,72,34,38,75,36,39
129,50,3,2,1,2,1,1,3,2,1,2,1,1,4,3,1,4,3,1
129,42,5,2,3,5,2,3,5,2,3,4,2,2,3,2,1,5,3,2
129,75,4570,2474,2096,4771,2486,2285,4971,2498,2473,4685,2337,2348,4398,2176,2222,2654,1298,1356
129,225,38,13,25,37,13,24,36,12,24,37,12,25,40,13,27,43,14,29
129,37,288,141,147,284,138,146,287,138,149,415,227,188,568,330,238,635,369,266
129,11,20,13,7,20,17,3,20,20,0,10,10,0,20,10,10,42,21,21
129,54,0,0,0,0,0,0,0,0,0,0,0,0,29,12,17,31,13,18
130,48,965,739,226,1115,841,274,1564,1169,395,994,802,192,2369,1847,522,3149,2426,723
130,64,152,115,37,128,95,33,114,82,32,136,100,36,147,107,40,174,120,54
130,118,433,327,106,345,258,87,264,195,69,290,229,61,317,251,66,357,282,75
130,139,1088,576,512,999,522,477,1053,541,512,1080,548,532,1208,609,599,1619,812,807
130,210,376,187,189,374,189,185,430,218,212,414,212,202,409,211,198,530,274,256
130,228,282,210,72,313,235,78,345,260,85,408,311,97,471,361,110,542,418,124
130,51,9873,7662,2211,10316,7990,2326,9058,7011,2047,8241,6379,1862,7702,5963,1739,7997,6191,1806
130,78,2005,1729,276,2474,2120,354,3100,2646,454,3076,2622,454,3144,2679,465,3257,2774,483
